Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1717518350,13,,Aggregated,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,0,6400.0,8704.870417001075,6361.734167003306,11048.006666998845,1886.5
1717518351,14,,Aggregated,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,0,6400.0,8704.870417001075,6361.734167003306,11048.006666998845,1886.5
1717518352,15,,Aggregated,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,0,6400.0,8704.870417001075,6361.734167003306,11048.006666998845,1886.5
1717518353,16,,Aggregated,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,0,6400.0,8704.870417001075,6361.734167003306,11048.006666998845,1886.5
1717518354,17,,Aggregated,0.100000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,0,6400.0,8704.870417001075,6361.734167003306,11048.006666998845,1886.5
1717518355,18,,Aggregated,0.200000,0.000000,11000,11000,16000,16000,16000,16000,16000,16000,16000,16000,16000,3,0,11000.0,11049.199347665612,6361.734167003306,15737.857208994683,1865.3333333333333
1717518356,19,,Aggregated,0.200000,0.000000,11000,11000,16000,16000,16000,16000,16000,16000,16000,16000,16000,3,0,11000.0,11049.199347665612,6361.734167003306,15737.857208994683,1865.3333333333333
1717518357,20,,Aggregated,0.200000,0.000000,11000,11000,16000,16000,16000,16000,16000,16000,16000,16000,16000,3,0,11000.0,11049.199347665612,6361.734167003306,15737.857208994683,1865.3333333333333
1717518358,20,,Aggregated,0.200000,0.000000,11000,11000,16000,16000,16000,16000,16000,16000,16000,16000,16000,3,0,11000.0,11049.199347665612,6361.734167003306,15737.857208994683,1865.3333333333333
1717518359,20,,Aggregated,0.200000,0.000000,11000,11000,16000,16000,16000,16000,16000,16000,16000,16000,16000,3,0,11000.0,11049.199347665612,6361.734167003306,15737.857208994683,1865.3333333333333
1717518360,20,,Aggregated,0.200000,0.000000,11000,11000,16000,16000,16000,16000,16000,16000,16000,16000,16000,3,0,11000.0,11049.199347665612,6361.734167003306,15737.857208994683,1865.3333333333333
1717518361,20,,Aggregated,0.200000,0.000000,16000,16000,20000,20000,20000,20000,20000,20000,20000,20000,20000,4,0,11000.0,13393.735708748864,6361.734167003306,20427.34479199862,1846.0
1717518362,20,,Aggregated,0.200000,0.000000,16000,16000,20000,20000,20000,20000,20000,20000,20000,20000,20000,4,0,11000.0,13393.735708748864,6361.734167003306,20427.34479199862,1846.0
1717518363,20,,Aggregated,0.200000,0.000000,16000,16000,20000,20000,20000,20000,20000,20000,20000,20000,20000,4,0,11000.0,13393.735708748864,6361.734167003306,20427.34479199862,1846.0
1717518364,20,,Aggregated,0.200000,0.000000,16000,16000,20000,20000,20000,20000,20000,20000,20000,20000,20000,4,0,11000.0,13393.735708748864,6361.734167003306,20427.34479199862,1846.0
1717518365,20,,Aggregated,0.200000,0.000000,16000,16000,20000,20000,20000,20000,20000,20000,20000,20000,20000,4,0,11000.0,13393.735708748864,6361.734167003306,20427.34479199862,1846.0
1717518366,20,,Aggregated,0.200000,0.000000,16000,16000,20000,20000,20000,20000,20000,20000,20000,20000,20000,4,0,11000.0,13393.735708748864,6361.734167003306,20427.34479199862,1846.0
1717518367,20,,Aggregated,0.200000,0.000000,16000,20000,20000,25000,25000,25000,25000,25000,25000,25000,25000,5,0,16000.0,15738.720975397155,6361.734167003306,25118.66204199032,1886.8
1717518368,20,,Aggregated,0.200000,0.000000,16000,20000,20000,25000,25000,25000,25000,25000,25000,25000,25000,5,0,16000.0,15738.720975397155,6361.734167003306,25118.66204199032,1886.8
1717518369,20,,Aggregated,0.200000,0.000000,16000,20000,20000,25000,25000,25000,25000,25000,25000,25000,25000,5,0,16000.0,15738.720975397155,6361.734167003306,25118.66204199032,1886.8
1717518370,20,,Aggregated,0.200000,0.000000,16000,20000,20000,25000,25000,25000,25000,25000,25000,25000,25000,5,0,16000.0,15738.720975397155,6361.734167003306,25118.66204199032,1886.8
1717518371,20,,Aggregated,0.200000,0.000000,16000,20000,20000,25000,25000,25000,25000,25000,25000,25000,25000,5,0,16000.0,15738.720975397155,6361.734167003306,25118.66204199032,1886.8
1717518372,20,,Aggregated,0.200000,0.000000,20000,20000,25000,25000,30000,30000,30000,30000,30000,30000,30000,6,0,16000.0,18082.57875716663,6361.734167003306,29801.867666014004,1870.3333333333333
1717518373,20,,Aggregated,0.200000,0.000000,20000,20000,25000,25000,30000,30000,30000,30000,30000,30000,30000,6,0,16000.0,18082.57875716663,6361.734167003306,29801.867666014004,1870.3333333333333
1717518374,20,,Aggregated,0.200000,0.000000,20000,20000,25000,25000,30000,30000,30000,30000,30000,30000,30000,6,0,16000.0,18082.57875716663,6361.734167003306,29801.867666014004,1870.3333333333333
1717518375,20,,Aggregated,0.200000,0.000000,20000,20000,25000,25000,30000,30000,30000,30000,30000,30000,30000,6,0,16000.0,18082.57875716663,6361.734167003306,29801.867666014004,1870.3333333333333
1717518376,20,,Aggregated,0.200000,0.000000,20000,20000,25000,25000,30000,30000,30000,30000,30000,30000,30000,6,0,16000.0,18082.57875716663,6361.734167003306,29801.867666014004,1870.3333333333333
1717518377,20,,Aggregated,0.200000,0.000000,20000,20000,25000,25000,30000,30000,30000,30000,30000,30000,30000,6,0,16000.0,18082.57875716663,6361.734167003306,29801.867666014004,1870.3333333333333
1717518378,20,,Aggregated,0.200000,0.000000,20000,25000,30000,30000,34000,34000,34000,34000,34000,34000,34000,7,0,20000.0,20427.258815570636,6361.734167003306,34495.339165994665,1846.857142857143
1717518379,20,,Aggregated,0.200000,0.000000,20000,25000,30000,30000,34000,34000,34000,34000,34000,34000,34000,7,0,20000.0,20427.258815570636,6361.734167003306,34495.339165994665,1846.857142857143
1717518380,20,,Aggregated,0.200000,0.000000,20000,25000,30000,30000,34000,34000,34000,34000,34000,34000,34000,7,0,20000.0,20427.258815570636,6361.734167003306,34495.339165994665,1846.857142857143
1717518381,20,,Aggregated,0.200000,0.000000,20000,25000,30000,30000,34000,34000,34000,34000,34000,34000,34000,7,0,20000.0,20427.258815570636,6361.734167003306,34495.339165994665,1846.857142857143
1717518382,20,,Aggregated,0.200000,0.000000,20000,25000,30000,30000,34000,34000,34000,34000,34000,34000,34000,7,0,20000.0,20427.258815570636,6361.734167003306,34495.339165994665,1846.857142857143
1717518383,20,,Aggregated,0.200000,0.000000,20000,25000,30000,30000,34000,34000,34000,34000,34000,34000,34000,7,0,20000.0,20427.258815570636,6361.734167003306,34495.339165994665,1846.857142857143
1717518384,20,,Aggregated,0.200000,0.000000,25000,30000,34000,34000,39000,39000,39000,39000,39000,39000,39000,8,0,20000.0,22771.00856787729,6361.734167003306,39177.256834023865,1840.125
1717518385,20,,Aggregated,0.200000,0.000000,25000,30000,34000,34000,39000,39000,39000,39000,39000,39000,39000,8,0,20000.0,22771.00856787729,6361.734167003306,39177.256834023865,1840.125
1717518386,20,,Aggregated,0.200000,0.000000,25000,30000,34000,34000,39000,39000,39000,39000,39000,39000,39000,8,0,20000.0,22771.00856787729,6361.734167003306,39177.256834023865,1840.125
1717518387,20,,Aggregated,0.200000,0.000000,25000,30000,34000,34000,39000,39000,39000,39000,39000,39000,39000,8,0,20000.0,22771.00856787729,6361.734167003306,39177.256834023865,1840.125
