Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1717198189,1280,,Aggregated,10.000000,0.000000,27000,35000,38000,39000,41000,42000,42000,42000,42000,42000,42000,476,0,27000.0,29655.21206069119,14304.55176400028,41682.84388800021,760.531512605042
1717198190,1300,,Aggregated,10.000000,0.000000,27000,36000,39000,39000,41000,42000,42000,42000,42000,42000,42000,496,0,27000.0,30135.99369773389,14304.55176400028,41772.981666001215,760.5564516129032
1717198191,1320,,Aggregated,10.000000,0.000000,27000,36000,39000,39000,41000,42000,42000,42000,42000,42000,42000,496,0,27000.0,30135.99369773389,14304.55176400028,41772.981666001215,760.5564516129032
1717198192,1340,,Aggregated,12.000000,0.000000,28000,37000,39000,40000,42000,42000,42000,42000,42000,42000,42000,512,0,27000.0,30511.13800675197,14304.55176400028,42143.99515100013,760.84765625
1717198193,1360,,Aggregated,12.000000,0.000000,28000,37000,39000,40000,42000,42000,42000,42000,42000,42000,42000,512,0,27000.0,30511.13800675197,14304.55176400028,42143.99515100013,760.84765625
1717198194,1380,,Aggregated,12.000000,0.000000,28000,38000,40000,41000,42000,42000,43000,43000,44000,44000,44000,532,0,28000.0,30996.51512345678,14304.55176400028,44199.66860899876,760.9436090225564
1717198195,1400,,Aggregated,12.000000,0.000000,28000,38000,40000,41000,42000,42000,43000,43000,44000,44000,44000,532,0,28000.0,30996.51512345678,14304.55176400028,44199.66860899876,760.9436090225564
1717198196,1420,,Aggregated,12.000000,0.000000,28000,38000,40000,41000,42000,42000,43000,43000,44000,44000,44000,532,0,28000.0,30996.51512345678,14304.55176400028,44199.66860899876,760.9436090225564
1717198197,1440,,Aggregated,12.000000,0.000000,28000,38000,40000,41000,42000,42000,43000,43000,44000,44000,44000,532,0,28000.0,30996.51512345678,14304.55176400028,44199.66860899876,760.9436090225564
1717198198,1460,,Aggregated,11.600000,0.000000,31000,38000,40000,41000,42000,43000,46000,47000,47000,47000,47000,552,0,29000.0,31560.47424373553,14304.55176400028,47197.114423999665,760.9710144927536
1717198199,1480,,Aggregated,11.600000,0.000000,31000,38000,40000,41000,42000,43000,46000,47000,47000,47000,47000,552,0,29000.0,31560.47424373553,14304.55176400028,47197.114423999665,760.9710144927536
1717198200,1500,,Aggregated,11.600000,0.000000,31000,38000,40000,41000,42000,43000,46000,47000,47000,47000,47000,552,0,29000.0,31560.47424373553,14304.55176400028,47197.114423999665,760.9710144927536
1717198201,1520,,Aggregated,9.600000,0.000000,31000,39000,41000,42000,43000,46000,50000,50000,50000,50000,50000,572,0,31000.0,32185.527125080436,14304.55176400028,49778.21105899966,761.1398601398602
1717198202,1540,,Aggregated,9.600000,0.000000,31000,39000,41000,42000,43000,46000,50000,50000,50000,50000,50000,572,0,31000.0,32185.527125080436,14304.55176400028,49778.21105899966,761.1398601398602
1717198203,1560,,Aggregated,9.600000,0.000000,31000,39000,41000,42000,43000,46000,50000,50000,50000,50000,50000,572,0,31000.0,32185.527125080436,14304.55176400028,49778.21105899966,761.1398601398602
1717198204,1580,,Aggregated,7.600000,0.000000,34000,39000,41000,42000,46000,50000,52000,52000,52000,52000,52000,592,0,32000.0,32833.413051694275,14304.55176400028,51594.49094200136,761.143581081081
1717198205,1600,,Aggregated,7.600000,0.000000,34000,39000,41000,42000,46000,50000,52000,52000,52000,52000,52000,592,0,32000.0,32833.413051694275,14304.55176400028,51594.49094200136,761.143581081081
1717198206,1620,,Aggregated,6.000000,0.000000,34000,40000,42000,42000,47000,52000,53000,53000,53000,53000,53000,612,0,34000.0,33483.89925145754,14304.55176400028,52908.777638000174,761.437908496732
1717198207,1640,,Aggregated,6.000000,0.000000,34000,40000,42000,42000,47000,52000,53000,53000,53000,53000,53000,612,0,34000.0,33483.89925145754,14304.55176400028,52908.777638000174,761.437908496732
1717198208,1660,,Aggregated,6.000000,0.000000,34000,40000,42000,42000,47000,52000,53000,53000,53000,53000,53000,612,0,34000.0,33483.89925145754,14304.55176400028,52908.777638000174,761.437908496732
1717198209,1680,,Aggregated,8.000000,0.000000,36000,40000,42000,42000,50000,53000,54000,54000,54000,54000,54000,632,0,35000.0,34137.414813792726,14304.55176400028,54165.34940299971,761.7231012658228
1717198210,1700,,Aggregated,8.000000,0.000000,36000,41000,42000,43000,52000,54000,55000,55000,55000,55000,55000,652,0,36000.0,34774.643325134995,14304.55176400028,54987.61260200081,761.5168711656441
1717198211,1720,,Aggregated,8.000000,0.000000,36000,41000,42000,43000,52000,54000,55000,55000,55000,55000,55000,652,0,36000.0,34774.643325134995,14304.55176400028,54987.61260200081,761.5168711656441
1717198212,1740,,Aggregated,8.000000,0.000000,37000,41000,42000,46000,53000,55000,55000,56000,56000,56000,56000,672,0,37000.0,35395.71624444199,14304.55176400028,56476.29541999959,761.5446428571429
1717198213,1760,,Aggregated,8.000000,0.000000,37000,41000,42000,46000,53000,55000,55000,56000,56000,56000,56000,672,0,37000.0,35395.71624444199,14304.55176400028,56476.29541999959,761.5446428571429
1717198214,1780,,Aggregated,8.000000,0.000000,37000,42000,43000,49000,54000,55000,57000,57000,57000,57000,57000,692,0,37000.0,36024.17175521247,14304.55176400028,57390.268670000296,761.4595375722544
1717198215,1800,,Aggregated,10.000000,0.000000,38000,42000,46000,50000,55000,57000,58000,58000,58000,58000,58000,712,0,38000.0,36633.90499440452,14304.55176400028,57840.8645920008,761.2387640449438
1717198216,1820,,Aggregated,10.000000,0.000000,38000,42000,47000,52000,55000,58000,58000,58000,59000,59000,59000,732,0,38000.0,37218.758606752766,14304.55176400028,58829.877378000674,761.3346994535519
1717198217,1840,,Aggregated,10.000000,0.000000,39000,42000,50000,53000,57000,58000,58000,59000,59000,59000,59000,752,0,39000.0,37782.84415461839,14304.55176400028,58914.172876999146,761.4175531914893
1717198218,1860,,Aggregated,10.000000,0.000000,39000,42000,50000,53000,57000,58000,58000,59000,59000,59000,59000,752,0,39000.0,37782.84415461839,14304.55176400028,58914.172876999146,761.4175531914893
1717198219,1880,,Aggregated,12.000000,0.000000,39000,42000,51000,54000,57000,58000,59000,59000,59000,59000,59000,768,0,39000.0,38232.03353349614,14304.55176400028,59346.53268299917,761.7682291666666
1717198220,1900,,Aggregated,12.000000,0.000000,39000,42000,51000,54000,57000,58000,59000,59000,59000,59000,59000,768,0,39000.0,38232.03353349614,14304.55176400028,59346.53268299917,761.7682291666666
1717198221,1920,,Aggregated,14.000000,0.000000,39000,43000,52000,54000,58000,59000,60000,61000,61000,61000,61000,788,0,39000.0,38800.21779765613,14304.55176400028,61389.347889999044,761.8401015228426
1717198222,1940,,Aggregated,14.000000,0.000000,39000,43000,52000,54000,58000,59000,60000,61000,61000,61000,61000,788,0,39000.0,38800.21779765613,14304.55176400028,61389.347889999044,761.8401015228426
1717198223,1960,,Aggregated,14.000000,0.000000,39000,43000,52000,54000,58000,59000,60000,61000,61000,61000,61000,788,0,39000.0,38800.21779765613,14304.55176400028,61389.347889999044,761.8401015228426
1717198224,1980,,Aggregated,14.000000,0.000000,39000,43000,52000,54000,58000,59000,60000,61000,61000,61000,61000,788,0,39000.0,38800.21779765613,14304.55176400028,61389.347889999044,761.8401015228426
1717198225,2000,,Aggregated,11.600000,0.000000,40000,46000,53000,55000,58000,59000,64000,65000,65000,65000,65000,808,0,40000.0,39427.41530022528,14304.55176400028,64535.59039999891,761.7376237623762
1717198226,2020,,Aggregated,11.600000,0.000000,40000,46000,53000,55000,58000,59000,64000,65000,65000,65000,65000,808,0,40000.0,39427.41530022528,14304.55176400028,64535.59039999891,761.7376237623762
1717198227,2040,,Aggregated,11.600000,0.000000,40000,46000,53000,55000,58000,59000,64000,65000,65000,65000,65000,808,0,40000.0,39427.41530022528,14304.55176400028,64535.59039999891,761.7376237623762
1717198228,2060,,Aggregated,9.600000,0.000000,40000,47000,54000,55000,59000,61000,67000,67000,67000,67000,67000,828,0,40000.0,40087.970628123214,14304.55176400028,66845.35240399964,761.9130434782609
1717198229,2080,,Aggregated,9.600000,0.000000,40000,47000,54000,55000,59000,61000,67000,67000,67000,67000,67000,828,0,40000.0,40087.970628123214,14304.55176400028,66845.35240399964,761.9130434782609
1717198230,2100,,Aggregated,9.600000,0.000000,40000,47000,54000,55000,59000,61000,67000,67000,67000,67000,67000,828,0,40000.0,40087.970628123214,14304.55176400028,66845.35240399964,761.9130434782609
1717198231,2120,,Aggregated,7.600000,0.000000,40000,50000,55000,57000,59000,65000,69000,69000,69000,69000,69000,848,0,40000.0,40772.628870101435,14304.55176400028,69485.52411799938,761.7075471698113
1717198232,2140,,Aggregated,7.600000,0.000000,40000,50000,55000,57000,59000,65000,69000,69000,69000,69000,69000,848,0,40000.0,40772.628870101435,14304.55176400028,69485.52411799938,761.7075471698113
1717198233,2160,,Aggregated,7.600000,0.000000,40000,50000,55000,57000,59000,65000,69000,69000,69000,69000,69000,848,0,40000.0,40772.628870101435,14304.55176400028,69485.52411799938,761.7075471698113
1717198234,2180,,Aggregated,6.000000,0.000000,41000,51000,55000,58000,61000,67000,71000,71000,71000,71000,71000,868,0,41000.0,41471.56434058183,14304.55176400028,71369.36338499982,761.7200460829494
1717198235,2200,,Aggregated,6.000000,0.000000,41000,51000,55000,58000,61000,67000,71000,71000,71000,71000,71000,868,0,41000.0,41471.56434058183,14304.55176400028,71369.36338499982,761.7200460829494
1717198236,2220,,Aggregated,6.000000,0.000000,41000,52000,56000,58000,65000,69000,72000,72000,72000,72000,72000,888,0,41000.0,42163.673360964,14304.55176400028,72245.18137400082,761.6092342342342
1717198237,2240,,Aggregated,6.000000,0.000000,41000,52000,56000,58000,65000,69000,72000,72000,72000,72000,72000,888,0,41000.0,42163.673360964,14304.55176400028,72245.18137400082,761.6092342342342
1717198238,2260,,Aggregated,6.000000,0.000000,41000,53000,57000,58000,67000,71000,73000,73000,74000,74000,74000,908,0,41000.0,42860.2328361278,14304.55176400028,74431.36412999957,761.669603524229
1717198239,2280,,Aggregated,8.000000,0.000000,42000,54000,58000,59000,69000,72000,74000,75000,75000,75000,75000,928,0,42000.0,43545.44495673067,14304.55176400028,75012.46669300053,761.6487068965517
1717198240,2300,,Aggregated,8.000000,0.000000,42000,54000,58000,59000,69000,72000,74000,75000,75000,75000,75000,928,0,42000.0,43545.44495673067,14304.55176400028,75012.46669300053,761.6487068965517
1717198241,2320,,Aggregated,8.000000,0.000000,42000,54000,58000,59000,71000,74000,76000,76000,76000,76000,76000,948,0,42000.0,44221.698803662504,14304.55176400028,75606.07556799914,761.4324894514768
1717198242,2340,,Aggregated,10.000000,0.000000,42000,55000,58000,60000,72000,75000,76000,76000,76000,76000,76000,968,0,42000.0,44878.170286475266,14304.55176400028,76340.88155800055,761.3243801652893
1717198243,2360,,Aggregated,10.000000,0.000000,42000,55000,58000,60000,72000,75000,76000,76000,76000,76000,76000,968,0,42000.0,44878.170286475266,14304.55176400028,76340.88155800055,761.3243801652893
1717198244,2380,,Aggregated,10.000000,0.000000,42000,55000,59000,64000,73000,76000,77000,77000,77000,77000,77000,988,0,42000.0,45534.66004434824,14304.55176400028,77442.68919399838,761.5394736842105
1717198245,2400,,Aggregated,12.000000,0.000000,42000,56000,59000,65000,74000,76000,77000,78000,78000,78000,78000,1008,0,42000.0,46169.98824188696,14304.55176400028,77900.15401399978,761.8075396825396
1717198246,2420,,Aggregated,12.000000,0.000000,43000,57000,60000,67000,75000,77000,78000,78000,79000,79000,79000,1024,0,42000.0,46671.70793879594,14304.55176400028,78611.57016700054,761.9345703125
1717198247,2440,,Aggregated,12.000000,0.000000,43000,57000,60000,67000,75000,77000,78000,78000,79000,79000,79000,1024,0,42000.0,46671.70793879594,14304.55176400028,78611.57016700054,761.9345703125
1717198248,2460,,Aggregated,14.000000,0.000000,43000,57000,61000,69000,76000,78000,79000,80000,80000,80000,80000,1044,0,43000.0,47302.969634709814,14304.55176400028,79668.43382600018,761.889846743295
1717198249,2480,,Aggregated,14.000000,0.000000,43000,57000,61000,69000,76000,78000,79000,80000,80000,80000,80000,1044,0,43000.0,47302.969634709814,14304.55176400028,79668.43382600018,761.889846743295
1717198250,2500,,Aggregated,14.000000,0.000000,43000,57000,61000,69000,76000,78000,79000,80000,80000,80000,80000,1044,0,43000.0,47302.969634709814,14304.55176400028,79668.43382600018,761.889846743295
1717198251,2520,,Aggregated,14.000000,0.000000,43000,57000,61000,69000,76000,78000,79000,80000,80000,80000,80000,1044,0,43000.0,47302.969634709814,14304.55176400028,79668.43382600018,761.889846743295
1717198252,2540,,Aggregated,11.600000,0.000000,46000,58000,65000,71000,76000,78000,80000,83000,83000,83000,83000,1064,0,44000.0,47972.78644330643,14304.55176400028,83400.32238600179,761.8139097744361
1717198253,2560,,Aggregated,11.600000,0.000000,46000,58000,65000,71000,76000,78000,80000,83000,83000,83000,83000,1064,0,44000.0,47972.78644330643,14304.55176400028,83400.32238600179,761.8139097744361
1717198254,2580,,Aggregated,11.600000,0.000000,46000,58000,65000,71000,76000,78000,80000,83000,83000,83000,83000,1064,0,44000.0,47972.78644330643,14304.55176400028,83400.32238600179,761.8139097744361
1717198255,2600,,Aggregated,11.600000,0.000000,46000,58000,65000,71000,76000,78000,80000,83000,83000,83000,83000,1064,0,44000.0,47972.78644330643,14304.55176400028,83400.32238600179,761.8139097744361
1717198257,2620,,Aggregated,9.600000,0.000000,46000,58000,67000,71000,77000,80000,83000,85000,86000,86000,86000,1084,0,46000.0,48665.48643836905,14304.55176400028,86154.00026799944,761.7167896678967
1717198258,2640,,Aggregated,9.600000,0.000000,46000,58000,67000,71000,77000,80000,83000,85000,86000,86000,86000,1084,0,46000.0,48665.48643836905,14304.55176400028,86154.00026799944,761.7167896678967
1717198259,2660,,Aggregated,9.600000,0.000000,46000,58000,67000,71000,77000,80000,83000,85000,86000,86000,86000,1084,0,46000.0,48665.48643836905,14304.55176400028,86154.00026799944,761.7167896678967
1717198260,2680,,Aggregated,6.000000,0.000000,49000,58000,69000,72000,78000,83000,86000,88000,88000,88000,88000,1104,0,47000.0,49382.78337527541,14304.55176400028,88402.40024600098,761.473731884058
1717198261,2700,,Aggregated,6.000000,0.000000,49000,58000,69000,72000,78000,83000,86000,88000,88000,88000,88000,1104,0,47000.0,49382.78337527541,14304.55176400028,88402.40024600098,761.473731884058
1717198262,2720,,Aggregated,4.000000,0.000000,50000,59000,69000,74000,78000,85000,88000,90000,90000,90000,90000,1124,0,50000.0,50101.38222040218,14304.55176400028,90088.45303499947,761.3692170818505
1717198263,2740,,Aggregated,4.000000,0.000000,50000,59000,69000,74000,78000,85000,88000,90000,90000,90000,90000,1124,0,50000.0,50101.38222040218,14304.55176400028,90088.45303499947,761.3692170818505
1717198264,2760,,Aggregated,6.000000,0.000000,51000,59000,71000,74000,80000,88000,90000,91000,92000,92000,92000,1144,0,50000.0,50817.64213130073,14304.55176400028,91532.78837399921,761.3496503496503
1717198265,2780,,Aggregated,6.000000,0.000000,51000,59000,71000,74000,80000,88000,90000,91000,92000,92000,92000,1144,0,50000.0,50817.64213130073,14304.55176400028,91532.78837399921,761.3496503496503
1717198266,2800,,Aggregated,6.000000,0.000000,52000,60000,72000,76000,83000,90000,92000,93000,93000,93000,93000,1164,0,52000.0,51539.275903109985,14304.55176400028,92825.32709299994,761.328178694158
1717198267,2820,,Aggregated,6.000000,0.000000,52000,60000,72000,76000,83000,90000,92000,93000,93000,93000,93000,1164,0,52000.0,51539.275903109985,14304.55176400028,92825.32709299994,761.328178694158
